epoch,train_loss,val_auroc,minutes
0,0.12197594245844065,0.8172226582940869,1.61
1,0.0767008085784753,0.8423273155416013,3.24
2,0.07139940874714573,0.8708333333333333,4.84
3,0.06940644241190959,0.8289704343275772,6.47
4,0.06635256228157949,0.8264324960753533,8.11
